Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:66926000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
66926000;1;01/01/2025;;1;1;"53,2829";"35,9218";"43,0249";20;2;1;1;1;"0,0";0;"36,306";"35,9218";"36,306";"37,4704";"40,2564";"46,1167";"49,6374";"37,0803";"36,306";"37,8625";"37,8625";"50,5371";"37,8625";"46,1167";"44,4031";"41,8916";"38,6526";"43,9796";"48,7455";"53,2829";"39,4506";"48,7455";"52,3598";"46,1167";"43,1385";"41,0701";"41,0701";"41,0701";"43,9796";"49,6374";"50,5371";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66926000;1;01/12/2024;;1;1;"84,569";"31,8256";"41,6489";26;12;1;1;1;"0,0";0;"33,2875";"33,2875";"34,0302";"41,8916";"55,1523";"44,8286";"42,7209";"43,9796";"42,7209";"32,5526";"32,5526";"31,8256";"45,6853";"37,8625";"51,9012";"42,7209";"40,2564";"37,8625";"36,306";"36,306";"35,1592";"34,0302";"38,2566";"47,8614";"55,1523";"84,569";"44,4031";"41,8916";"39,4506";"36,306";"36,306";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66926000;1;01/11/2024;;1;1;"93,1665";"33,2875";"47,6529";9;1;1;1;1;"0,0";0;"33,2875";"36,306";"47,8614";"54,2137";"44,4031";"42,7209";"41,8916";"54,2137";"93,1665";"54,2137";"45,256";"41,8916";"92,8634";"72,0244";"64,9645";"41,8916";"40,6622";"40,2564";"41,8916";"49,1905";"47,6416";"51,4446";"44,4031";"41,4798";"37,8625";"37,0803";"35,1592";"34,0302";"33,6579";"33,6579";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
66926000;1;01/10/2024;;1;1;"49,6374";"22,4827";"31,5846";22;7;1;1;1;"0,0";0;"23,7217";"23,7217";"23,4089";"23,4089";"23,7217";"23,7217";"22,4827";"22,4827";"26,2956";"32,5526";"32,1881";"31,4651";"30,3955";"30,0429";"26,959";"26,2956";"25,6401";"25,6401";"26,2956";"28,3097";"35,9218";"49,6374";"34,0302";"33,2875";"32,5526";"40,2564";"48,7455";"49,6374";"46,5499";"41,8916";"37,8625";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;1;01/09/2024;;1;1;"27,9691";"23,0982";"25,3043";18;30;1;1;1;"0,0";0;"25,6401";"25,6401";"25,6401";"25,6401";"25,6401";"25,6401";"25,3154";"25,3154";"24,9927";"24,9927";"24,6719";"24,3532";"23,7217";"23,7217";"23,7217";"24,9927";"25,6401";"27,9691";"26,6263";"26,6263";"25,6401";"25,6401";"25,9669";"27,2937";"24,9927";"24,9927";"25,6401";"25,6401";"23,7217";"23,0982";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
66926000;1;01/08/2024;;1;1;"32,5526";"24,9927";"27,3548";12;31;1;1;1;"0,0";0;"26,6263";"26,2956";"26,2956";"26,2956";"26,2956";"26,2956";"25,9669";"25,6401";"27,9691";"32,1881";"32,1881";"32,5526";"29,5177";"29,3437";"28,997";"28,6524";"27,2937";"27,2937";"26,2956";"26,2956";"25,6401";"25,6401";"25,6401";"25,6401";"27,6304";"26,6263";"26,2956";"25,6401";"28,997";"26,959";"24,9927";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;1;01/07/2024;;1;1;"31,1066";"26,2956";"28,5929";11;6;1;1;1;;0;"29,3437";"29,3437";"29,6923";"29,6923";"28,6524";"26,2956";"26,6263";"27,6304";"28,6524";"29,6923";"31,1066";"31,1066";"31,1066";"30,0429";"29,6923";"29,6923";"29,3437";"29,3437";"29,6923";"29,3437";"28,997";"28,3097";"27,9691";"27,6304";"26,959";"26,6263";"26,6263";"26,959";"26,6263";"26,959";"26,6263";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;1;01/06/2024;;1;1;"36,6922";"29,6923";"31,9382";1;23;1;1;1;"0,0";0;"36,6922";"35,9218";"34,7809";"34,0302";"33,6579";"34,0302";"33,6579";"33,6579";"33,6579";"33,2875";"32,1881";"31,8256";"31,8256";"32,1881";"32,1881";"31,4651";"31,4651";"30,75";"30,3955";"30,3955";"30,0429";"30,0429";"29,6923";"29,6923";"30,0429";"30,3955";"30,3955";"30,3955";"29,6923";"29,6923";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
66926000;1;01/05/2024;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;"39,4506";"39,2504";"39,8525";"38,6526";"38,6526";"37,4704";"37,2751";"37,0803";"37,2751";"37,4704";"37,0803";"37,4704";"37,8625";"37,4704";"36,6922";"36,306";"37,8625";"40,2564";"41,8916";"40,2564";"39,4506";"35,5395";"37,8625";"37,2751";0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;2
66926000;1;01/04/2024;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66926000;1;01/03/2024;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66926000;1;01/02/2024;;1;1;;;;;;0;0;0;"0,0";0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66926000;1;01/01/2024;;1;1;"106,0048";"29,3437";"45,9838";29;21;1;1;1;"0,0";0;"46,5499";"45,6853";"45,256";"43,9796";"42,3053";"40,2564";"38,2566";"36,6922";"35,5395";"34,0302";"40,2564";"37,4704";"36,306";"33,2875";"40,8659";"41,8916";"53,2829";"45,6853";"32,919";"34,7809";"29,3437";"32,5526";"33,4724";"34,0302";"39,8525";"36,306";"71,2226";"63,9484";"106,0048";"93,4701";"79,9975";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/12/2023;;1;1;"94,6257";"30,9596";"44,1323";6;1;1;1;1;;;"30,9596";"33,3461";"31,3526";"52,3567";"76,6937";"94,6257";"62,2784";"44,002";"40,4696";"45,3557";"43,5543";"39,6043";"38,7462";"36,2153";"36,2153";"38,7462";"40,0361";"37,4725";"35,7999";"42,2217";"43,1083";"47,6465";"37,8953";"32,9436";"31,3526";"34,9745";"38,7462";"52,837";"50,9258";"49,5102";"48,1098";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/11/2023;;1;1;"38,3198";"23,1547";"28,6345";25;19;1;1;1;;;"31,3526";"34,5646";"32,1443";"30,5685";"29,7919";"29,0231";"28,262";"26,7631";"26,0255";"26,7631";"26,0255";"25,2958";"25,2958";"24,574";"23,8603";"23,8603";"23,8603";"23,8603";"23,1547";"23,1547";"23,1547";"25,2958";"29,7919";"33,3461";"38,3198";"34,1566";"33,3461";"38,3198";"33,7504";"31,3526";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/10/2023;;1;1;"36,6325";"26,0255";"29,5133";2;25;1;1;1;;;"34,1566";"36,6325";"34,9745";"31,7475";"30,1792";"30,5685";"30,5685";"29,7919";"29,7919";"29,7919";"29,0231";"29,0231";"29,0231";"29,0231";"29,0231";"29,0231";"29,0231";"29,0231";"29,0231";"29,0231";"28,262";"28,262";"27,5086";"26,7631";"26,0255";"26,0255";"26,7631";"28,262";"29,0231";"29,7919";"29,7919";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/09/2023;;1;1;"68,5433";"30,5685";"37,4658";10;28;1;1;1;;;"38,3198";"36,2153";"35,7999";"34,1566";"32,9436";"32,1443";"32,1443";"32,1443";"64,3411";"68,5433";"49,5102";"40,905";"37,0516";"39,1744";"42,2217";"39,6043";"37,8953";"35,3863";"34,5646";"34,1566";"34,5646";"34,5646";"33,7504";"33,7504";"32,9436";"32,1443";"31,3526";"30,5685";"30,5685";"32,543";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/08/2023;;1;1;"66,4294";"32,1443";"38,0989";22;12;1;1;1;;;"35,3863";"35,3863";"35,3863";"34,5646";"34,5646";"33,7504";"33,7504";"32,9436";"32,9436";"32,9436";"32,9436";"32,1443";"32,1443";"32,1443";"38,3198";"37,0516";"34,9745";"33,3461";"35,3863";"41,781";"58,2307";"66,4294";"52,3567";"40,905";"38,3198";"37,8953";"39,1744";"41,3421";"39,6043";"38,3198";"36,6325";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/07/2023;;1;1;"48,5749";"36,2153";"41,5673";15;31;1;1;1;;;"45,8104";"45,8104";"45,8104";"44,9027";"44,9027";"44,002";"43,1083";"42,2217";"42,2217";"41,3421";"41,3421";"41,3421";"40,4696";"45,3557";"48,5749";"44,002";"41,3421";"40,905";"40,4696";"40,4696";"39,6043";"40,0361";"40,4696";"40,4696";"38,7462";"38,7462";"37,8953";"37,8953";"37,0516";"37,0516";"36,2153";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/06/2023;;1;1;"129,6597";"44,002";"61,5329";15;12;1;1;1;;;"85,1904";"62,7916";"56,7398";"51,4011";"49,9803";"49,5102";"48,1098";"47,1849";"46,725";"45,3557";"44,9027";"44,002";"49,5102";"109,4793";"129,6597";"105,0616";"76,6937";"75,0356";"69,6097";"65,3821";"61,2567";"59,2329";"58,2307";"57,2352";"52,837";"52,3567";"51,4011";"48,5749";"46,725";"45,8104";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/05/2023;;1;1;"103,1896";"44,002";"55,3714";31;27;1;1;1;;;"61,2567";"59,7364";"61,2567";"59,7364";"56,7398";"55,2638";"54,2881";"53,319";"52,3567";"85,1904";"67,4832";"60,2415";"54,2881";"51,8781";"50,9258";"49,9803";"49,5102";"49,0417";"47,6465";"47,1849";"46,725";"46,725";"46,725";"45,8104";"45,8104";"44,9027";"44,002";"45,8104";"58,2307";"61,2567";"103,1896";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/04/2023;;1;1;"116,5614";"57,2352";"79,8121";8;25;1;1;1;;;"100,0985";"84,0378";"72,3031";"65,905";"66,4294";"68,5433";"105,6884";"116,5614";"100,0985";"79,4879";"68,0124";"66,9555";"70,6824";"86,9305";"108,21";"100,7139";"78,926";"70,1452";"94,0249";"98,2612";"73,3915";"64,3411";"61,2567";"59,7364";"57,2352";"65,905";"97,6516";"77,8068";"70,6824";"64,3411";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/03/2023;;1;1;"250,3196";"70,6824";"113,8117";18;30;1;1;1;;;"95,228";"89,8606";"97,0435";"110,7543";"89,8606";"78,3656";"71,2211";"84,6133";"97,0435";"106,9463";"102,5685";"133,3881";"127,8164";"153,8777";"136,2209";"182,4956";"199,5078";"250,3196";"186,9542";"149,856";"109,4793";"92,2314";"86,9305";"81,1827";"85,7689";"107,5774";"111,3939";"91,043";"77,2495";"70,6824";"70,6824";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/02/2023;;1;1;"245,9687";"79,4879";"117,4292";11;1;1;1;1;;;"79,4879";"94,6257";"112,6774";"132,4508";"124,1714";"111,3939";"121,4741";"132,4508";"94,6257";"116,5614";"245,9687";"133,3881";"110,7543";"92,8278";"83,4638";"100,7139";"100,7139";"119,6932";"101,3306";"110,7543";"139,0851";"152,867";"116,5614";"103,8122";"131,517";"110,1161";"108,8439";"105,6884";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
66926000;2;01/01/2023;;1;1;"207,7204";"35,3863";"75,7411";26;2;1;1;1;;;"36,2153";"35,3863";"67,4832";"73,3915";"161,0507";"106,3167";"82,3202";"64,3411";"49,0417";"42,6641";"37,0516";"76,6937";"89,2716";"77,2495";"69,6097";"64,3411";"59,2329";"54,7751";"50,4522";"43,5543";"43,5543";"41,3421";"71,7613";"106,3167";"168,396";"207,7204";"110,1161";"79,4879";"64,3411";"59,2329";"55,2638";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/12/2022;;1;1;"108,21";"29,0231";"41,9279";19;1;1;1;1;;;"29,0231";"29,0231";"33,7504";"33,7504";"48,5749";"44,002";"37,4725";"34,9745";"33,3461";"31,7475";"34,5646";"34,5646";"35,3863";"34,5646";"34,1566";"32,9436";"32,1443";"40,4696";"108,21";"78,3656";"49,9803";"43,1083";"41,3421";"40,0361";"38,3198";"36,6325";"44,4515";"42,2217";"56,7398";"46,725";"39,1744";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/11/2022;;1;1;"62,7916";"29,7919";"37,5996";15;29;1;1;1;;;"40,905";"39,1744";"38,3198";"37,4725";"36,6325";"34,9745";"34,5646";"33,7504";"32,9436";"32,1443";"34,9745";"39,1744";"37,4725";"40,905";"62,7916";"58,2307";"53,319";"45,8104";"41,3421";"37,4725";"32,1443";"32,1443";"32,1443";"32,9436";"34,1566";"31,7475";"30,5685";"30,1792";"29,7919";"29,7919";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/10/2022;;1;1;"101,3306";"41,3421";"54,5923";1;18;1;1;1;;;"101,3306";"72,3031";"61,2567";"53,8027";"49,9803";"56,7398";"64,8608";"54,7751";"47,6465";"46,725";"46,2668";"47,1849";"50,4522";"51,4011";"50,4522";"46,2668";"42,2217";"41,3421";"48,1098";"50,9258";"68,5433";"90,4511";"73,3915";"58,2307";"50,9258";"44,4515";"44,4515";"46,2668";"45,8104";"44,4515";"41,3421";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/09/2022;;1;1;"256,8996";"30,5685";"50,2842";29;11;1;1;1;;;"32,543";"32,1443";"32,1443";"32,1443";"31,7475";"31,3526";"31,3526";"31,3526";"30,9596";"30,9596";"30,5685";"30,5685";"30,5685";"30,5685";"32,9436";"41,781";"37,0516";"34,5646";"31,7475";"35,7999";"71,7613";"68,0124";"73,3915";"59,2329";"42,6641";"37,8953";"38,3198";"75,0356";"256,8996";"132,4508";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/08/2022;;1;1;"149,856";"25,6596";"43,5188";19;7;1;1;1;;;"26,3933";"26,3933";"26,3933";"26,0255";"26,0255";"26,0255";"25,6596";"29,4066";"37,4725";"48,5749";"44,9027";"36,6325";"32,543";"30,9596";"30,1792";"29,7919";"37,8953";"95,8317";"149,856";"95,8317";"66,9555";"50,9258";"45,8104";"42,6641";"40,0361";"38,7462";"38,3198";"37,4725";"36,6325";"34,9745";"33,7504";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/07/2022;;1;1;"31,7475";"26,7631";"29,2647";1;28;1;1;1;;;"31,7475";"31,7475";"31,3526";"31,3526";"31,3526";"31,3526";"30,9596";"30,9596";"30,9596";"30,5685";"30,5685";"30,1792";"30,1792";"29,7919";"29,4066";"29,4066";"29,0231";"29,0231";"28,6416";"28,262";"28,262";"28,262";"27,5086";"27,5086";"27,5086";"27,1349";"27,1349";"26,7631";"26,7631";"26,7631";"26,7631";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/06/2022;;1;1;"65,905";"31,3526";"37,9478";19;8;1;1;1;;;"32,9436";"32,9436";"33,7504";"33,7504";"32,9436";"32,9436";"32,1443";"31,3526";"32,9436";"42,6641";"51,8781";"48,1098";"39,1744";"35,7999";"34,5646";"34,1566";"34,1566";"50,9258";"65,905";"53,319";"44,002";"39,1744";"36,6325";"34,5646";"34,5646";"33,7504";"32,9436";"32,1443";"32,1443";"32,1443";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/05/2022;;1;1;"47,1849";"32,1443";"36,9204";16;30;1;1;1;;;"38,3198";"37,4725";"37,4725";"39,1744";"41,3421";"40,0361";"38,3198";"37,4725";"36,6325";"36,6325";"36,2153";"35,7999";"35,7999";"35,7999";"39,1744";"47,1849";"45,8104";"39,6043";"37,0516";"36,6325";"36,2153";"35,3863";"35,3863";"34,9745";"34,1566";"33,3461";"32,9436";"32,9436";"32,9436";"32,1443";"32,1443";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
66926000;2;01/04/2022;;1;1;"86,349";"38,7462";"53,5522";2;30;1;1;1;;;"81,7507";"86,349";"76,6937";"57,7321";"54,7751";"57,2352";"59,2329";"49,0417";"45,3557";"43,5543";"42,2217";"40,905";"47,6465";"84,6133";"72,8465";"54,7751";"47,1849";"45,8104";"43,1083";"41,781";"40,4696";"39,6043";"43,1083";"75,5868";"64,3411";"46,725";"43,5543";"41,781";"40,0361";"38,7462";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
66926000;2;01/03/2022;;1;1;"78,3656";"34,1566";"48,3164";14;9;1;1;1;;;"43,1083";"56,2462";"41,3421";"40,905";"42,2217";"42,6641";"42,2217";"36,6325";"34,1566";"36,2153";"36,6325";"44,9027";"77,2495";"78,3656";"60,2415";"54,7751";"47,6465";"44,9027";"42,2217";"46,2668";"43,5543";"41,781";"40,905";"39,1744";"40,4696";"65,3821";"53,8027";"63,3065";"57,2352";"51,8781";"51,4011";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
